Cantidad,Nombre Producto,Related Venta,Related Detalle Schedule,Codigo,Presentacion,Nombre Producto (ref),Related Catalogo Producto,Catalogo Producto - Producto,Precio,Kilagramos,Importes,Catalogo Producto - Peso,Calibre,Detalle Json,producto,Venta - Nombre Cliente,Codigo.,Catalogo Producto - Descripcion,Impuesto,Malla,Related Detalle Venta,Detalle Venta records,Agregar Devoluccion,Devoluccion,Devoluccion Ckeck,Nombre Almacen,Fecha Venta,Venta - Tipo de Cliente,Tipo de Venta,Cantidad Cajas,Cantidad Kilogramos,Cantidad Pallets,Catalogo Producto - Cajas Pallet,Venta - Entregado Bodega,Detalle Salidas Venta records,Add Detalle Salidas Venta,Cantidad Pendiente,Existencia,Facturas/Ventas records,Add Facturas/Ventas,Salidas X Facturas,Devolucion,Date Created,Date Modified,Record ID#,Record Owner,Last Modified By
104,,233,,,,,108,SEX B PLASTICO 10 KG,$610,"1,040","$63,440",10,SEX B,"{
""id"":""716"",
""CodigoP"":""108"",
""unitPrice"":610,
""idVenta"":233,
""KG"":104,
""Existencia"":1040
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",ABASTOS JB SA DE CV (IZTAPALAPA),ASB10,AGUACATE SUPER EXTRA B PLÁSTICO 10 KG,0,no,,716,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=716&_fid_15=108&_fid_34=1&dfid=11&z=cq5b2,,no,,06-06-24 03:12 PM,Nacional,,,,,104,no,716,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=716&z=cq5b2,,1040,716,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=716&z=cq5b2,,,06-06-24 03:33 PM,06-06-24 03:33 PM,716,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
208,,233,,,,,103,EX B PLASTICO 10 KG,$570,"2,080","$118,560",10,EX B,"{
""id"":""717"",
""CodigoP"":""103"",
""unitPrice"":570,
""idVenta"":233,
""KG"":208,
""Existencia"":2080
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",ABASTOS JB SA DE CV (IZTAPALAPA),AEB10,AGUACATE EXTRA B PLÁSTICO 10 KG,0,no,,717,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=717&_fid_15=103&_fid_34=1&dfid=11&z=cq5b2,,no,,06-06-24 03:12 PM,Nacional,,,,,104,no,717,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=717&z=cq5b2,,2080,717,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=717&z=cq5b2,,,06-06-24 03:34 PM,06-06-24 03:34 PM,717,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
"1,040",,234,,,,,226,SEX PLASTICO 10 KG WALMART,$900,"10,400","$936,000",10,SEX,"{
""id"":""718"",
""CodigoP"":""226"",
""unitPrice"":900,
""idVenta"":234,
""KG"":1040,
""Existencia"":10400
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022469,AGUACATE HASS SUPER EXTRA SP EN CAJA PLASTICO RPC 10 KG (270>GR) ED,0,no,,718,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=718&_fid_15=226&_fid_34=1&dfid=11&z=cq5b2,,no,Ciudad de Mexico,06-06-24 03:40 PM,Nacional,Cajas,"1,040","10,400",10,104,no,718,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=718&z=cq5b2,,"10,400",718,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=718&z=cq5b2,,,06-06-24 03:47 PM,06-06-24 03:47 PM,718,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
315,,235,,,,,94,1RA B PLASTICO 5 KG WALMART 100 CJS,$330,"1,575","$103,950",5,1RA B,"{
""id"":""719"",
""CodigoP"":""94"",
""unitPrice"":330,
""idVenta"":235,
""KG"":315,
""Existencia"":1575
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022476,AGUACATE HASS  PRIMERA B BOD EN CAJA DE PLÁSTICO GENÉRICA DE 5 KG  170/210 GR,0,no,,719,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=719&_fid_15=94&_fid_34=1&dfid=11&z=cq5b2,,no,,06-06-24 03:48 PM,Nacional,Cajas,315,"1,575",3.15,100,no,719,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=719&z=cq5b2,,1575,719,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=719&z=cq5b2,,,06-06-24 03:52 PM,06-06-24 03:52 PM,719,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
500,,236,,,,,94,1RA B PLASTICO 5 KG WALMART 100 CJS,$330,"2,500","$165,000",5,1RA B,"{
""id"":""720"",
""CodigoP"":""94"",
""unitPrice"":330,
""idVenta"":236,
""KG"":500,
""Existencia"":2500
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022476,AGUACATE HASS  PRIMERA B BOD EN CAJA DE PLÁSTICO GENÉRICA DE 5 KG  170/210 GR,0,no,,720,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=720&_fid_15=94&_fid_34=1&dfid=11&z=cq5b2,,no,,06-06-24 03:56 PM,Nacional,Cajas,500,"2,500",5,100,no,720,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=720&z=cq5b2,,2500,720,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=720&z=cq5b2,,,06-06-24 03:57 PM,06-06-24 03:57 PM,720,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
600,,236,,,,,95,3RA BOD BD AU PLASTICO 7 KG 10/5 WALMART 100 CJS,$380,"4,200","$228,000",7,3RA B,"{
""id"":""721"",
""CodigoP"":""95"",
""unitPrice"":380,
""idVenta"":236,
""KG"":600,
""Existencia"":4200
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022636,AGUACATE HASS TERCERA B AURRERA EN MALLA 10/5 EN CAJA PLÁSTICO GENÉRICA 7 KG 120/150 GR,0,no,,721,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=721&_fid_15=95&_fid_34=1&dfid=11&z=cq5b2,,no,,06-06-24 03:56 PM,Nacional,Cajas,600,"4,200",6,100,no,721,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=721&z=cq5b2,,4200,721,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=721&z=cq5b2,,,06-06-24 03:58 PM,06-06-24 03:58 PM,721,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
16,,237,,,,,226,SEX PLASTICO 10 KG WALMART,$900,160,"$14,400",10,SEX,"{
""id"":""722"",
""CodigoP"":""226"",
""unitPrice"":900,
""idVenta"":237,
""KG"":16,
""Existencia"":160
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",NUEVA WAL MART DE MEXICO,07503017022469,AGUACATE HASS SUPER EXTRA SP EN CAJA PLASTICO RPC 10 KG (270>GR) ED,0,no,,722,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=722&_fid_15=226&_fid_34=1&dfid=11&z=cq5b2,,no,Ciudad de Mexico,06-06-24 12:00 AM,Nacional,Cajas,16,160,0.15384615384615,104,no,722,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=722&z=cq5b2,,160,722,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=722&z=cq5b2,,,06-06-24 04:06 PM,06-06-24 04:06 PM,722,Rubén Reyes <64889773.dwqb>,Rubén Reyes <64889773.dwqb>
312,,238,,,,,219,SEX PLASTICO 10 KG,$670,"3,120","$209,040",10,SEX,"{
""id"":""723"",
""CodigoP"":""219"",
""unitPrice"":670,
""idVenta"":238,
""KG"":312,
""Existencia"":3120
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",ABASTOS JB SA DE CV (HERMOSILLO),AS10, AGUACATE SUPER EXTRA PLÁSTICO 10 KG,0,no,,723,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=723&_fid_15=219&_fid_34=1&dfid=11&z=cq5b2,,no,,07-06-24 01:56 PM,Nacional,Cajas,312,"3,120",3,104,no,723,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=723&z=cq5b2,,3120,723,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=723&z=cq5b2,,,07-06-24 01:59 PM,07-06-24 01:59 PM,723,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
208,,238,,,,,108,SEX B PLASTICO 10 KG,$600,"2,080","$124,800",10,SEX B,"{
""id"":""724"",
""CodigoP"":""108"",
""unitPrice"":600,
""idVenta"":238,
""KG"":208,
""Existencia"":2080
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",ABASTOS JB SA DE CV (HERMOSILLO),ASB10,AGUACATE SUPER EXTRA B PLÁSTICO 10 KG,0,no,,724,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=724&_fid_15=108&_fid_34=1&dfid=11&z=cq5b2,,no,,07-06-24 01:56 PM,Nacional,Cajas,208,"2,080",2,104,no,724,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=724&z=cq5b2,,2080,724,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=724&z=cq5b2,,,07-06-24 01:59 PM,07-06-24 02:01 PM,724,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
560,,239,,,,,268,48S ORGANIC ORGÁNICO 11.3 KG JBR,$58,"6,328","$32,480",11.3,48,"{
""id"":""725"",
""CodigoP"":""268"",
""unitPrice"":58,
""idVenta"":239,
""KG"":560,
""Existencia"":6328
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
","TERRA EXPORTS, LLC",JBR481O,AGUACATE JBR ORGANIC CLASE 1 DE 11.3 KG CAL. 48'S ORGANICO,0,no,,725,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=725&_fid_15=268&_fid_34=1&dfid=11&z=cq5b2,,no,,08-06-24 09:10 AM,Exportacion,Cajas,560,"6,328",7,80,no,725,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=725&z=cq5b2,,6328,725,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=725&z=cq5b2,,,08-06-24 09:18 AM,08-06-24 01:06 PM,725,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
400,,239,,,,,265,60S RPC 6408 8.6 KG 15X3 ORGÁNICO,$39.5,"3,440","$15,800",8.6,60,"{
""id"":""726"",
""CodigoP"":""265"",
""unitPrice"":39.5,
""idVenta"":239,
""KG"":400,
""Existencia"":3440
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
","TERRA EXPORTS, LLC",NR60115/3O,AGUACATE CLASE 1 DE 8.6 KG CAL 60'S EN MALLA 15/3 ORGÁNICO,0,no,,726,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=726&_fid_15=265&_fid_34=1&dfid=11&z=cq5b2,,no,,08-06-24 09:10 AM,Exportacion,Cajas,400,"3,440",4,100,no,726,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=726&z=cq5b2,,3440,726,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=726&z=cq5b2,,,08-06-24 09:21 AM,08-06-24 09:21 AM,726,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
800,,240,,,,,195,48S NATURIPE 11.3 KG,$50,"9,040","$40,000",11.3,48,"{
""id"":""727"",
""CodigoP"":""195"",
""unitPrice"":50,
""idVenta"":240,
""KG"":800,
""Existencia"":9040
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
","NATURIPE AVOCADOS FARM, LLC",NR481,AGUACATE NATURIPE AVOCADOS CLASE 1 DE 11.3 KG CAL 48'S,0,no,,727,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=727&_fid_15=195&_fid_34=1&dfid=11&z=cq5b2,,no,,08-06-24 09:44 AM,Exportacion,Cajas,800,"9,040",10,80,no,727,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=727&z=cq5b2,,9040,727,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=727&z=cq5b2,,,08-06-24 09:49 AM,08-06-24 09:49 AM,727,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
800,,240,,,,,196,60S NATURIPE 11.3 KG,$46,"9,040","$36,800",11.3,60,"{
""id"":""728"",
""CodigoP"":""196"",
""unitPrice"":46,
""idVenta"":240,
""KG"":800,
""Existencia"":9040
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
","NATURIPE AVOCADOS FARM, LLC",NR601,AGUACATE NATURIPE AVOCADOS CLASE 1 DE 11.3 KG CAL 60'S,0,no,,728,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=728&_fid_15=196&_fid_34=1&dfid=11&z=cq5b2,,no,,08-06-24 09:44 AM,Exportacion,Cajas,800,"9,040",10,80,no,728,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=728&z=cq5b2,,9040,728,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=728&z=cq5b2,,,08-06-24 09:50 AM,08-06-24 09:50 AM,728,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
720,,241,,,,,237,36S R&R 11.3 KG SFF,$51,"8,136","$36,720",11.3,36,"{
""id"":""729"",
""CodigoP"":""237"",
""unitPrice"":51,
""idVenta"":241,
""KG"":720,
""Existencia"":8136
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
",SANTA FE FRUITS,RP361,AGUACATE R&R PRODUCE CLASE 1 DE 11.3 KG CAL 36'S,0,no,,729,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=729&_fid_15=237&_fid_34=1&dfid=11&z=cq5b2,,no,,08-06-24 11:30 AM,Nacional,Cajas,720,"8,136",9,80,no,729,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=729&z=cq5b2,,8136,729,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=729&z=cq5b2,,,08-06-24 11:17 AM,08-06-24 11:17 AM,729,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
160,,239,,,,,66,70S DELICIOSO 11.3 KG JBR,$30,"1,808","$4,800",11.3,70 C2,"{
""id"":""730"",
""CodigoP"":""66"",
""unitPrice"":30,
""idVenta"":239,
""KG"":160,
""Existencia"":1808
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
","TERRA EXPORTS, LLC",DL702,AGUACATE DELICIOSO AVOCADO CLASE 2 DE 11.3 KG CAL. 70'S,0,no,,730,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=730&_fid_15=66&_fid_34=1&dfid=11&z=cq5b2,,no,,08-06-24 09:10 AM,Exportacion,Cajas,160,"1,808",2,80,no,730,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=730&z=cq5b2,,1808,730,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=730&z=cq5b2,,,08-06-24 11:28 AM,08-06-24 11:28 AM,730,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
160,,239,,,,,65,60S DELICIOSO 11.3 KG JBR,$38,"1,808","$6,080",11.3,60 C2,"{
""id"":""731"",
""CodigoP"":""65"",
""unitPrice"":38,
""idVenta"":239,
""KG"":160,
""Existencia"":1808
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
","TERRA EXPORTS, LLC",DL602,AGUACATE DELICIOSO AVOCADO CLASE 2 DE 11.3 KG CAL. 60'S,0,no,,731,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=731&_fid_15=65&_fid_34=1&dfid=11&z=cq5b2,,no,,08-06-24 09:10 AM,Exportacion,Cajas,160,"1,808",2,80,no,731,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=731&z=cq5b2,,1808,731,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=731&z=cq5b2,,,08-06-24 11:29 AM,08-06-24 11:29 AM,731,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
80,,239,,,,,68,48S DELICIOSO 11.3 KG JBR,$45,904,"$3,600",11.3,48 C2,"{
""id"":""732"",
""CodigoP"":""68"",
""unitPrice"":45,
""idVenta"":239,
""KG"":80,
""Existencia"":904
}","[Concepto|]
ClaveProdServ=86101600
NoIdentificacion=
Cantidad=10
ClaveUnidad=E48
Unidad=
Descripcion=Horas de capacitacion tema ""nueva versión CFDI"" 
ValorUnitario=300.00
Importe=3000.00
Descuento=
ObjetoImp=02
Impuestos.Traslados.Base=[3000.00]
Impuestos.Traslados.Impuesto=[002]
Impuestos.Traslados.TipoFactor=[Tasa]
Impuestos.Traslados.TasaOCuota=[0.160000]
Impuestos.Traslados.Importe=[480.00]
","TERRA EXPORTS, LLC",DL482,AGUACATE DELICIOSO AVOCADO CLASE 2 DE 11.3 KG CAL. 48'S,0,no,,732,https://aortizdemontellanoarevalo.quickbase.com/db/btvkvvvwh?a=API_GenAddRecordForm&_fid_30=732&_fid_15=68&_fid_34=1&dfid=11&z=cq5b2,,no,,08-06-24 09:10 AM,Exportacion,Cajas,80,904,1,80,no,732,https://aortizdemontellanoarevalo.quickbase.com/db/bt8987sb3?a=API_GenAddRecordForm&_fid_12=732&z=cq5b2,,904,732,https://aortizdemontellanoarevalo.quickbase.com/db/btze8cx7m?a=API_GenAddRecordForm&_fid_21=732&z=cq5b2,,,08-06-24 11:30 AM,08-06-24 11:30 AM,732,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>,EDGAR ADRIAN VARGAS AGUILAR <66393924.bqwf>
